2025-12-28 21:15:42 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0060_1.csv
2025-12-28 21:15:42 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0030_2.csv
2025-12-28 21:15:42 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0030_4.csv
2025-12-28 21:15:42 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0030_5.csv
2025-12-28 21:15:42 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0020_1.csv
2025-12-28 21:15:42 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0020_2.csv
2025-12-28 21:15:42 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0020_3.csv
2025-12-28 21:15:42 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0020_4.csv
2025-12-28 21:15:42 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0020_5.csv
2025-12-28 21:15:43 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0055, TYPE=3
2025-12-28 21:15:43 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0055, TYPE=2
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0035, TYPE=1
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0035, TYPE=5
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0045, TYPE=4
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0055, TYPE=5
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0055, TYPE=4
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0045, TYPE=2
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0025, TYPE=5
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0025, TYPE=4
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0035, TYPE=4
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0035, TYPE=2
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0045, TYPE=3
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0045, TYPE=1
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0035, TYPE=3
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0015, TYPE=3
2025-12-28 21:15:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0025, TYPE=1
2025-12-28 21:15:45 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0015, TYPE=2
2025-12-28 21:15:45 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0045, TYPE=5
2025-12-28 21:15:45 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0025, TYPE=2
2025-12-28 21:15:45 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0015, TYPE=5
2025-12-28 21:15:45 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0025, TYPE=3
2025-12-28 21:15:45 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0015, TYPE=1
2025-12-28 21:15:45 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0015, TYPE=4
2025-12-28 21:19:24 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0010_1.csv
2025-12-28 21:19:24 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0010_2.csv
2025-12-28 21:19:24 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0010_3.csv
2025-12-28 21:19:24 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0010_4.csv
2025-12-28 21:19:24 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0010_5.csv
2025-12-28 21:19:25 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0005, TYPE=1
2025-12-28 21:19:29 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0005, TYPE=2
2025-12-28 21:19:42 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0005, TYPE=3
2025-12-28 21:19:58 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0005, TYPE=4
2025-12-28 21:20:11 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_0.0000_1.csv
2025-12-28 21:20:11 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_0.0000_2.csv
2025-12-28 21:20:12 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=-0.0005, TYPE=5
2025-12-28 21:20:12 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0000, TYPE=3
2025-12-28 21:20:15 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_0.0000_4.csv
2025-12-28 21:20:16 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0000, TYPE=5
2025-12-28 21:20:16 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0005, TYPE=1
2025-12-28 21:20:19 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0005, TYPE=2
2025-12-28 21:21:00 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0005, TYPE=3
2025-12-28 21:21:05 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0005, TYPE=4
2025-12-28 21:21:34 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0005, TYPE=5
2025-12-28 21:21:39 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_0.0010_1.csv
2025-12-28 21:21:39 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_0.0010_2.csv
2025-12-28 21:21:39 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_0.0010_3.csv
2025-12-28 21:21:39 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_0.0010_4.csv
2025-12-28 21:21:41 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0010, TYPE=5
2025-12-28 21:22:14 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0015, TYPE=1
2025-12-28 21:22:25 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0015, TYPE=2
2025-12-28 21:22:31 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0015, TYPE=3
2025-12-28 21:22:33 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0015, TYPE=4
2025-12-28 21:23:04 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0015, TYPE=5
2025-12-28 21:23:53 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_0.0020_1.csv
2025-12-28 21:23:54 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0020, TYPE=2
2025-12-28 21:24:39 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0020, TYPE=3
2025-12-28 21:25:02 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0020, TYPE=4
2025-12-28 21:25:18 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0020, TYPE=5
2025-12-28 21:25:27 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0025, TYPE=1
2025-12-28 21:25:35 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0025, TYPE=2
2025-12-28 21:25:52 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0025, TYPE=3
2025-12-28 21:26:18 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0025, TYPE=4
2025-12-28 21:26:29 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0025, TYPE=5
2025-12-28 21:27:18 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0030, TYPE=1
2025-12-28 21:28:12 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0030, TYPE=2
2025-12-28 21:28:29 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0030, TYPE=3
2025-12-28 21:28:32 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0030, TYPE=4
2025-12-28 21:28:33 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0030, TYPE=5
2025-12-28 21:28:34 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0035, TYPE=1
2025-12-28 21:29:25 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0035, TYPE=2
2025-12-28 21:29:39 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0035, TYPE=3
2025-12-28 21:30:10 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0035, TYPE=4
2025-12-28 21:30:18 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0035, TYPE=5
2025-12-28 21:30:18 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0040, TYPE=1
2025-12-28 21:30:55 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0040, TYPE=2
2025-12-28 21:30:55 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0040, TYPE=3
2025-12-28 21:31:05 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0040, TYPE=4
2025-12-28 21:31:26 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0040, TYPE=5
2025-12-28 21:31:29 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0045, TYPE=1
2025-12-28 21:31:59 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0045, TYPE=2
2025-12-28 21:32:01 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0045, TYPE=3
2025-12-28 21:32:40 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0045, TYPE=4
2025-12-28 21:32:50 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0045, TYPE=5
2025-12-28 21:32:59 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0050, TYPE=1
2025-12-28 21:33:03 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0050, TYPE=2
2025-12-28 21:34:25 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0050, TYPE=3
2025-12-28 21:34:49 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0050, TYPE=4
2025-12-28 21:34:59 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0050, TYPE=5
2025-12-28 21:35:14 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0055, TYPE=1
2025-12-28 21:35:28 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0055, TYPE=2
2025-12-28 21:35:40 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0055, TYPE=3
2025-12-28 21:36:05 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0055, TYPE=4
2025-12-28 21:36:25 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0060, Y=0.0055, TYPE=5
2025-12-28 21:36:47 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0060, TYPE=1
2025-12-28 21:37:01 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0060, TYPE=2
2025-12-28 21:37:14 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0060, TYPE=3
2025-12-28 21:37:25 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0060, TYPE=4
2025-12-28 21:37:26 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0060, TYPE=5
2025-12-28 21:37:31 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0055, TYPE=1
2025-12-28 21:38:02 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0055, TYPE=2
2025-12-28 21:38:06 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0055, TYPE=3
2025-12-28 21:38:10 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0055, TYPE=4
2025-12-28 21:38:19 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0055, TYPE=5
2025-12-28 21:38:38 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0050, TYPE=1
2025-12-28 21:38:56 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0050, TYPE=2
2025-12-28 21:38:58 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0050, TYPE=3
2025-12-28 21:39:07 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0050, TYPE=4
2025-12-28 21:39:11 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0050, TYPE=5
2025-12-28 21:39:31 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0045, TYPE=1
2025-12-28 21:40:02 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0045, TYPE=2
2025-12-28 21:40:14 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0045, TYPE=3
2025-12-28 21:40:34 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0045, TYPE=4
2025-12-28 21:40:50 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0045, TYPE=5
2025-12-28 21:40:52 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0040, TYPE=1
2025-12-28 21:40:59 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0040, TYPE=2
2025-12-28 21:40:59 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0040, TYPE=3
2025-12-28 21:40:59 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0040, TYPE=4
2025-12-28 21:41:02 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0040, TYPE=5
2025-12-28 21:41:08 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0035, TYPE=1
2025-12-28 21:41:10 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0035, TYPE=2
2025-12-28 21:41:17 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0035, TYPE=3
2025-12-28 21:41:20 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0035, TYPE=4
2025-12-28 21:41:40 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0035, TYPE=5
2025-12-28 21:42:22 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0030, TYPE=1
2025-12-28 21:42:43 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0030, TYPE=2
2025-12-28 21:42:45 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0030, TYPE=3
2025-12-28 21:42:59 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0030, TYPE=4
2025-12-28 21:43:11 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0030, TYPE=5
2025-12-28 21:43:12 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0025, TYPE=1
2025-12-28 21:43:31 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0025, TYPE=2
2025-12-28 21:43:42 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0025, TYPE=3
2025-12-28 21:43:50 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0025, TYPE=4
2025-12-28 21:44:06 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0025, TYPE=5
2025-12-28 21:45:03 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0020, TYPE=1
2025-12-28 21:45:28 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0020, TYPE=2
2025-12-28 21:45:35 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0020, TYPE=3
2025-12-28 21:45:51 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0020, TYPE=4
2025-12-28 21:45:57 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0020, TYPE=5
2025-12-28 21:46:13 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0015, TYPE=1
2025-12-28 21:46:19 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0015, TYPE=2
2025-12-28 21:46:37 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0015, TYPE=3
2025-12-28 21:46:52 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0015, TYPE=4
2025-12-28 21:46:52 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0015, TYPE=5
2025-12-28 21:46:55 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0010, TYPE=1
2025-12-28 21:47:16 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0010, TYPE=2
2025-12-28 21:47:43 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0010, TYPE=3
2025-12-28 21:47:44 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0010, TYPE=4
2025-12-28 21:47:48 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0010, TYPE=5
2025-12-28 21:48:16 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0005, TYPE=1
2025-12-28 21:48:59 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0005, TYPE=2
2025-12-28 21:49:03 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0005, TYPE=4
2025-12-28 21:49:17 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=-0.0005, TYPE=5
2025-12-28 21:50:05 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0000, TYPE=1
2025-12-28 21:50:54 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0000, TYPE=2
2025-12-28 21:51:06 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0000, TYPE=3
2025-12-28 21:51:07 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0000, TYPE=4
2025-12-28 21:51:13 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0000, TYPE=5
2025-12-28 21:51:21 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0005, TYPE=1
2025-12-28 21:51:35 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0005, TYPE=2
2025-12-28 21:52:34 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0005, TYPE=3
2025-12-28 21:53:21 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0005, TYPE=4
2025-12-28 21:53:34 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0005, TYPE=5
2025-12-28 21:53:38 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0010, TYPE=1
2025-12-28 21:53:48 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0010, TYPE=2
2025-12-28 21:54:42 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0010, TYPE=3
2025-12-28 21:55:00 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0010, TYPE=5
2025-12-28 21:56:02 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0015, TYPE=2
2025-12-28 21:56:09 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0015, TYPE=3
2025-12-28 21:56:14 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0015, TYPE=4
2025-12-28 21:56:36 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0015, TYPE=5
2025-12-28 21:57:02 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0020, TYPE=2
2025-12-28 21:57:14 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0020, TYPE=4
2025-12-28 21:57:24 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0020, TYPE=5
2025-12-28 21:58:19 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0025, TYPE=1
2025-12-28 21:58:25 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0025, TYPE=2
2025-12-28 21:58:26 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0025, TYPE=3
2025-12-28 21:59:00 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0025, TYPE=4
2025-12-28 22:00:17 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0025, TYPE=5
